Input Image,Output Image,3D Model,flag,username,timestamp
/home/tienthinh/phuong/SPIN/flagged/Input Image/tmpf6n9723u.jpg,/home/tienthinh/phuong/SPIN/flagged/Output Image/tmpuleojicj.png,/home/tienthinh/phuong/SPIN/flagged/3D Model/000000s5smrg1z.obj,,,2023-05-11 13:12:02.465390
